ticker,date,open,high,low,close,volume,ticker,date,rsi,macd,sma,ema,atr,bb_upper,bb_middle,bb_lower
AAPL,2024-11-20,228.06,229.93,225.89,229.0,35169600,AAPL,2024-11-20,53.265,-0.2692,226.5622,227.1592,4.0078,233.9449,227.1345,220.3241
AAPL,2024-11-19,226.98,230.16,226.66,228.28,36211800,AAPL,2024-11-19,51.987,-0.4853,226.3933,226.6989,4.0053,234.1711,227.2225,220.2739
AAPL,2024-11-18,225.25,229.74,225.17,228.02,44686000,AAPL,2024-11-18,51.5427,-0.6808,225.7756,226.3037,4.0442,235.5013,227.6015,219.7017
AAPL,2024-11-15,226.4,226.92,224.27,225.0,47923700,AAPL,2024-11-15,46.1694,-0.8939,225.2678,225.8746,3.9906,236.8234,228.0245,219.2256
AAPL,2024-11-14,225.02,228.87,225.0,228.22,44923900,AAPL,2024-11-14,51.8632,-0.8454,224.9356,226.0932,3.9938,237.7073,228.5245,219.3417
AAPL,2024-11-13,224.01,226.65,222.76,225.12,48566200,AAPL,2024-11-13,45.8986,-1.0991,224.3456,225.5616,4.0033,238.0365,228.721,219.4055
AAPL,2024-11-12,224.55,225.59,223.36,224.23,40398300,AAPL,2024-11-12,44.0505,-1.0913,224.4333,225.6719,4.012,238.3068,229.054,219.8013
AAPL,2024-11-11,225.0,225.7,221.5,224.23,42005600,AAPL,2024-11-11,44.0505,-0.9749,225.0856,226.0324,4.1491,238.7347,229.535,220.3353
AAPL,2024-11-08,227.17,228.66,226.41,226.96,38328800,AAPL,2024-11-08,48.4258,-0.812,226.1345,226.483,4.0482,238.7839,229.8885,220.9931
AAPL,2024-11-07,224.63,227.88,224.57,227.48,42137700,AAPL,2024-11-07,49.2918,-0.8703,226.85,226.3638,4.1866,238.7782,229.918,221.0578
AAPL,2024-11-06,222.61,226.07,221.19,222.72,54561100,AAPL,2024-11-06,40.2028,-0.9851,227.2867,226.0847,4.1117,238.7963,229.996,221.1957
AAPL,2024-11-05,221.8,223.95,221.14,223.45,28111300,AAPL,2024-11-05,41.2558,-0.6325,228.1589,226.9259,4.0526,238.4877,230.337,222.1863
AAPL,2024-11-04,220.99,222.79,219.71,222.01,44944500,AAPL,2024-11-04,38.2953,-0.2476,228.9711,227.7949,4.1482,238.2674,230.453,222.6386
AAPL,2024-11-01,220.97,225.35,220.27,222.91,65276700,AAPL,2024-11-01,39.4491,0.3938,230.51,229.2411,4.2211,238.3215,230.437,222.5525
AAPL,2024-10-31,229.34,229.83,225.37,225.91,64370100,AAPL,2024-10-31,43.5065,1.1152,232.0178,230.8239,4.1119,237.9341,230.6315,223.3289
AAPL,2024-10-30,232.61,233.47,229.55,230.1,47070900,AAPL,2024-10-30,50.2028,1.7142,233.0278,232.0524,4.0644,237.9538,230.6195,223.2852
AAPL,2024-10-29,233.1,234.33,232.32,233.67,35417200,AAPL,2024-10-29,57.1639,2.0272,233.2556,232.5405,4.0601,237.9752,230.4535,222.9318
AAPL,2024-10-28,233.32,234.73,232.55,233.4,36087100,AAPL,2024-10-28,56.7427,2.0338,233.0456,232.2581,4.2178,237.6668,230.0805,222.4942
AAPL,2024-10-25,229.74,233.22,229.57,231.41,38802300,AAPL,2024-10-25,53.6214,2.0401,233.0956,231.9726,4.2869,237.6137,230.0605,222.5073
AAPL,2024-10-24,229.98,230.82,228.41,230.57,31109500,AAPL,2024-10-24,52.2715,2.2211,233.0833,232.1132,4.3359,237.4681,229.8795,222.2909
AAPL,2024-10-23,234.08,235.14,227.76,230.76,52287000,AAPL,2024-10-23,52.593,2.5053,232.7478,232.4991,4.484,237.3763,229.727,222.0777
AAPL,2024-10-22,233.89,236.22,232.6,235.86,38846600,AAPL,2024-10-22,62.1157,2.8123,232.5567,232.9338,4.2059,237.2767,229.5075,221.7383
AAPL,2024-10-21,234.45,236.85,234.45,236.48,36254500,AAPL,2024-10-21,63.4118,2.6439,231.8544,232.2023,4.2309,236.3275,229.083,221.8386
AAPL,2024-10-18,236.18,236.18,234.01,235.0,46431500,AAPL,2024-10-18,61.6375,2.3275,230.6644,231.1328,4.3718,235.0557,228.5825,222.1093
AAPL,2024-10-17,233.43,233.85,230.52,232.15,32993800,AAPL,2024-10-17,57.9951,2.0404,229.1856,230.166,4.3981,234.0073,228.2425,222.4777
